INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY,Driving_kids,Kids,Past_claims,Homeowner,Minivan,stu_blu,college,AgeGroup,CarGroup,log_INCOME,log_BLUEBOOK,log_OLDCLAIM,log_TARGET_AMT
2637.0,0.0,0.0,0.0,36.0,2.0,0.0,0.0,0.0,66630.0,1.0,1.0,2.0,2.0,32.0,1.0,5100.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,-2.285998773928729,-1.4546441457096009,-0.7916055246799156,-0.5985369596280332
2638.0,0.0,0.0,0.0,51.0,0.0,10.0,59486.0,0.0,143153.0,1.0,1.0,4.0,7.0,13.0,0.0,15990.0,6.0,5.0,0.0,20084.0,2.0,1.0,4.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0.20836789515371235,0.18182302585099933,1.3751410555712793,-0.5985369596280332
2639.0,0.0,0.0,0.0,41.0,0.0,6.0,65017.0,0.0,163616.0,0.0,0.0,3.0,4.0,40.0,1.0,16500.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0.3081932241220392,0.240086577035871,-0.7916055246799156,-0.5985369596280332
2641.0,1.0,4446.0,0.0,27.0,1.0,12.0,22252.0,1.0,0.0,0.0,1.0,0.0,7.0,33.0,1.0,14070.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,1,-0.6713947054558324,-0.04702847854133923,-0.7916055246799156,1.679215629421748
2642.0,0.0,0.0,1.0,36.0,3.0,8.0,26981.0,0.0,122302.0,1.0,1.0,4.0,0.0,7.0,1.0,14410.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,-0.5274597480654591,-0.0053288247556762865,-0.7916055246799156,-0.5985369596280332
2643.0,1.0,2115.0,0.0,48.0,0.0,9.0,118277.0,0.0,0.0,0.0,0.0,2.0,8.0,36.0,0.0,17680.0,15.0,4.0,1.0,7274.0,3.0,0.0,1.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1.0913338600201883,0.3712753384237916,1.2794505274987826,1.6507509070331772
2644.0,0.0,0.0,2.0,40.0,2.0,11.0,93310.0,0.0,265298.0,1.0,1.0,1.0,7.0,48.0,0.0,10830.0,1.0,2.0,0.0,45879.0,2.0,0.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,1,0.7562902669230388,-0.47523688177447065,1.4419743684118136,-0.5985369596280332
2645.0,1.0,3007.0,0.0,40.0,0.0,7.0,30631.0,0.0,0.0,0.0,0.0,0.0,7.0,50.0,0.0,11510.0,4.0,2.0,1.0,981.0,3.0,0.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,1,-0.4258377078125497,-0.38016669377230544,1.036543344537398,1.665285105505613
2647.0,0.0,0.0,0.0,36.0,0.0,11.0,127079.0,0.0,308335.0,1.0,0.0,2.0,8.0,30.0,0.0,33200.0,4.0,1.0,0.0,952.0,3.0,0.0,3.0,20.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,1.1998159922682758,1.782223550283096,1.032262628513379,-0.5985369596280332
2648.0,1.0,3725.0,0.0,51.0,0.0,8.0,93709.0,0.0,0.0,0.0,0.0,2.0,8.0,22.0,0.0,20770.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.7620175817330921,0.6939290316839036,-0.7916055246799156,1.6731811038210287
2649.0,0.0,0.0,0.0,33.0,1.0,8.0,74409.0,0.0,243092.0,1.0,1.0,2.0,3.0,31.0,1.0,12240.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0,0.4673120368316257,-0.2814173417863075,-0.7916055246799156,-0.5985369596280332
2650.0,0.0,0.0,0.0,56.0,0.0,10.0,63141.0,0.0,159057.0,1.0,0.0,1.0,5.0,51.0,1.0,1500.0,7.0,0.0,0.0,725.0,4.0,0.0,0.0,12.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,0.27488939150316455,-2.471913447190431,0.9924268207067127,-0.5985369596280332
2652.0,0.0,0.0,0.0,39.0,0.0,13.0,96542.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,0.0,11150.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0.8022944332385036,-0.4301090008814267,-0.7916055246799156,-0.5985369596280332
2653.0,0.0,0.0,0.0,54.0,0.0,13.0,76049.0,0.0,272992.0,1.0,1.0,4.0,7.0,43.0,0.0,11190.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0.49391530990752747,-0.4245173507960299,-0.7916055246799156,-0.5985369596280332
2654.0,0.0,0.0,0.0,35.0,1.0,11.0,78163.0,0.0,170975.0,1.0,1.0,1.0,7.0,9.0,0.0,19020.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,0,0.5277361247522125,0.5146516937278318,-0.7916055246799156,-0.5985369596280332
2655.0,0.0,0.0,0.0,57.0,0.0,13.0,128956.0,0.0,0.0,0.0,0.0,2.0,3.0,22.0,1.0,20100.0,9.0,4.0,1.0,0.0,0.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.2223979470903457,0.6262905818583868,-0.7916055246799156,-0.5985369596280332
2656.0,0.0,0.0,1.0,43.0,2.0,14.0,12259.0,1.0,0.0,0.0,0.0,1.0,6.0,29.0,0.0,4250.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,1,-1.0470137199614509,-1.6448609129713068,-0.7916055246799156,-0.5985369596280332
2657.0,0.0,0.0,0.0,41.0,0.0,13.0,4130.0,0.0,102229.0,1.0,1.0,1.0,2.0,51.0,1.0,1500.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,-1.524233857962268,-2.471913447190431,-0.7916055246799156,-0.5985369596280332
2658.0,0.0,0.0,0.0,57.0,0.0,15.0,98323.0,0.0,334600.0,1.0,1.0,1.0,4.0,21.0,1.0,20920.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0.8272756686796227,0.7089101774938893,-0.7916055246799156,-0.5985369596280332
2659.0,0.0,0.0,0.0,47.0,0.0,5.0,88285.0,0.0,281686.0,1.0,0.0,1.0,5.0,55.0,1.0,15030.0,1.0,0.0,0.0,1493.0,1.0,0.0,5.0,13.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,0.6829490959911954,0.0693682616448175,1.0942947375655618,-0.5985369596280332
2662.0,0.0,0.0,0.0,39.0,0.0,9.0,85600.0,0.0,0.0,0.0,1.0,2.0,5.0,19.0,1.0,19760.0,13.0,0.0,0.0,4948.0,3.0,0.0,6.0,15.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,0,0.6427964388194662,0.5915014968343061,1.238739566171108,-0.5985369596280332
2663.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,94101.0,1.0,1.0,4.0,2.0,27.0,0.0,17840.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,-2.285998773928729,0.38869594499249993,-0.7916055246799156,-0.5985369596280332
2664.0,1.0,2551.0,0.0,57.0,0.0,10.0,28617.0,0.0,183202.0,1.0,1.0,4.0,0.0,40.0,1.0,17850.0,6.0,5.0,0.0,8579.0,2.0,0.0,5.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,-0.48101197417595104,0.38978193170337294,1.2961088422948053,1.6587458015675793
2665.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,9.0,1.0,6000.0,13.0,5.0,0.0,698.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,-2.285998773928729,-1.2710672671139054,0.9867342500132373,-0.5985369596280332
2666.0,1.0,1206.0,0.0,38.0,1.0,12.0,48793.0,1.0,0.0,0.0,0.0,4.0,7.0,34.0,1.0,4900.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,-0.0006189478948618751,-1.4977620414075365,-0.7916055246799156,1.6228796138075168
2667.0,0.0,0.0,0.0,35.0,3.0,14.0,45684.0,1.0,173040.0,0.0,0.0,0.0,7.0,30.0,0.0,24110.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,1,-0.06613919109912127,1.0147588588686205,-0.7916055246799156,-0.5985369596280332
2669.0,0.0,0.0,0.0,48.0,0.0,11.0,131063.0,0.0,368546.0,1.0,0.0,1.0,5.0,36.0,1.0,19410.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1.2475279742314462,0.5553505360737319,-0.7916055246799156,-0.5985369596280332
2671.0,1.0,3748.0,0.0,25.0,2.0,12.0,26906.0,1.0,0.0,0.0,1.0,4.0,0.0,10.0,1.0,4000.0,1.0,3.0,0.0,23451.0,2.0,1.0,8.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,-0.5296265485361485,-1.7046495413583145,1.388384456556391,1.6733982700287422
2672.0,0.0,0.0,0.0,53.0,0.0,13.0,36755.0,0.0,0.0,0.0,1.0,2.0,3.0,49.0,1.0,10480.0,16.0,5.0,0.0,44990.0,1.0,0.0,1.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,-0.26961485595874013,-0.5254262827080359,1.440494391961045,-0.5985369596280332
2673.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,8.0,0.0,6330.0,4.0,5.0,0.0,6191.0,3.0,0.0,8.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,1,-2.285998773928729,-1.2075134170244586,1.2627322154790694,-0.5985369596280332
2674.0,0.0,0.0,0.0,36.0,2.0,11.0,33294.0,1.0,0.0,0.0,1.0,0.0,0.0,26.0,1.0,10070.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1,-0.3559281546642791,-0.5853826538587316,-0.7916055246799156,-0.5985369596280332
2675.0,0.0,0.0,1.0,39.0,2.0,12.0,61612.0,0.0,219629.0,1.0,1.0,4.0,7.0,32.0,0.0,24780.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0.2473319519598802,1.0761703371356406,-0.7916055246799156,-0.5985369596280332
2676.0,0.0,0.0,0.0,49.0,0.0,9.0,24289.0,0.0,158421.0,1.0,1.0,0.0,7.0,36.0,1.0,8830.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,1,-0.6074729370388599,-0.7751834826550265,-0.7916055246799156,-0.5985369596280332
2677.0,0.0,0.0,0.0,44.0,0.0,12.0,220722.0,0.0,583508.0,0.0,0.0,3.0,3.0,49.0,1.0,13890.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,2.1586146999451317,-0.06932479088147224,-0.7916055246799156,-0.5985369596280332
2678.0,0.0,0.0,0.0,50.0,0.0,6.0,83168.0,0.0,324893.0,1.0,1.0,2.0,3.0,29.0,1.0,16490.0,1.0,0.0,0.0,2740.0,1.0,0.0,1.0,11.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,0.6058115999198015,0.23895355762454693,1.1710473212013244,-0.5985369596280332
2679.0,0.0,0.0,0.0,57.0,0.0,10.0,297435.0,0.0,611328.0,1.0,0.0,3.0,8.0,40.0,0.0,34050.0,1.0,1.0,1.0,6581.0,2.0,0.0,5.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,2.781574839646584,1.847832113883046,1.2691199441955414,-0.5985369596280332
2682.0,1.0,4519.0,0.0,50.0,0.0,7.0,72306.0,0.0,193868.0,1.0,0.0,2.0,3.0,57.0,1.0,14500.0,1.0,0.0,1.0,9583.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,0.4327112272846107,0.005620329093548536,1.307030253953835,1.6797499522441748
2683.0,0.0,0.0,0.0,57.0,0.0,15.0,78467.0,0.0,0.0,0.0,1.0,3.0,8.0,45.0,0.0,42690.0,6.0,1.0,0.0,3891.0,4.0,0.0,7.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0.5325571865277448,2.470005969932568,1.2120079420919554,-0.5985369596280332
2684.0,0.0,0.0,0.0,49.0,0.0,11.0,154853.0,0.0,0.0,0.0,1.0,3.0,1.0,40.0,1.0,24670.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1.5167935318370764,1.06614980884325,-0.7916055246799156,-0.5985369596280332
2685.0,0.0,0.0,0.0,48.0,0.0,7.0,78931.0,0.0,247182.0,1.0,0.0,2.0,3.0,5.0,1.0,15550.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0.5398954494939632,0.13074638551190407,-0.7916055246799156,-0.5985369596280332
2686.0,1.0,39729.0,2.0,41.0,2.0,12.0,64957.0,0.0,209019.0,1.0,0.0,2.0,8.0,47.0,0.0,12100.0,5.0,2.0,0.0,6936.0,2.0,0.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,1,0.30713649440691726,-0.30010441333665056,1.2745622628318944,1.7272750826142589
2687.0,1.0,18461.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,41.0,1.0,6400.0,1.0,3.0,0.0,6966.0,4.0,0.0,5.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,-2.285998773928729,-1.1942635108220085,1.2750072456186923,1.7149633911745095
2688.0,1.0,1760.0,1.0,36.0,1.0,8.0,90886.0,1.0,0.0,0.0,1.0,2.0,3.0,46.0,1.0,30790.0,1.0,2.0,0.0,11692.0,1.0,0.0,1.0,17.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0.7211961153440198,1.5911215489252486,1.326165063059831,1.642311607927104
2690.0,1.0,3993.0,0.0,46.0,0.0,7.0,71869.0,0.0,246071.0,0.0,0.0,2.0,5.0,20.0,0.0,11180.0,17.0,2.0,0.0,4839.0,3.0,0.0,7.0,15.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,0.42545050980520643,-0.4259142520767838,1.236306059907675,1.6756015241456657
2691.0,0.0,0.0,0.0,39.0,0.0,11.0,101105.0,0.0,0.0,0.0,0.0,3.0,1.0,42.0,1.0,28800.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0.8657936354090184,1.427153991159789,-0.7916055246799156,-0.5985369596280332
2692.0,0.0,0.0,0.0,28.0,1.0,11.0,71049.0,0.0,209361.0,1.0,1.0,1.0,7.0,34.0,0.0,14870.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,0,0.4117590012933174,0.050253093774877564,-0.7916055246799156,-0.5985369596280332
2693.0,0.0,0.0,0.0,47.0,0.0,14.0,212572.0,0.0,525908.0,1.0,0.0,2.0,8.0,18.0,0.0,30670.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,2.085663385852705,1.5813988488179092,-0.7916055246799156,-0.5985369596280332
2697.0,0.0,0.0,0.0,53.0,0.0,12.0,27337.0,0.0,0.0,0.0,1.0,3.0,2.0,26.0,1.0,11970.0,8.0,5.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,-0.5172205620537778,-0.31756131657600956,-0.7916055246799156,-0.5985369596280332
2698.0,0.0,0.0,0.0,51.0,0.0,15.0,192037.0,0.0,469315.0,1.0,0.0,3.0,8.0,32.0,0.0,22170.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1.894575194827679,0.8315643780479456,-0.7916055246799156,-0.5985369596280332
2699.0,1.0,2660.0,0.0,43.0,2.0,16.0,58158.0,0.0,203678.0,1.0,0.0,4.0,7.0,24.0,0.0,16400.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,1,0.18363061204638698,0.22873967465305706,-0.7916055246799156,1.660450402650737
2700.0,0.0,0.0,0.0,49.0,0.0,14.0,37781.0,0.0,167789.0,1.0,0.0,4.0,5.0,41.0,1.0,11370.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,-0.2449133872176754,-0.39948725769605864,-0.7916055246799156,-0.5985369596280332
2701.0,0.0,0.0,0.0,51.0,0.0,14.0,74713.0,0.0,0.0,0.0,1.0,4.0,5.0,5.0,1.0,6600.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.47226807919741587,-1.1568313307820408,-0.7916055246799156,-0.5985369596280332
2703.0,1.0,8641.0,0.0,67.0,1.0,14.0,68381.0,0.0,219318.0,1.0,1.0,4.0,5.0,66.0,1.0,12690.0,1.0,5.0,0.0,21525.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1,0.36658624169887294,-0.22211969976170498,1.3811037015219176,1.6984285066586693
2705.0,1.0,2091.0,0.0,34.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,22.0,1.0,10510.0,4.0,5.0,0.0,4422.0,3.0,0.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,-2.285998773928729,-0.5210892722120993,1.2263694895730957,1.6502445421861356
2706.0,0.0,0.0,0.0,54.0,0.0,14.0,38768.0,0.0,177896.0,1.0,0.0,1.0,0.0,28.0,1.0,1500.0,1.0,0.0,1.0,6521.0,2.0,0.0,4.0,11.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0,-0.22150425735766296,-2.471913447190431,1.2681663558437815,-0.5985369596280332
2707.0,0.0,0.0,0.0,37.0,1.0,15.0,7575.0,0.0,0.0,1.0,1.0,0.0,6.0,59.0,1.0,6580.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0,1,-1.2863427226946396,-1.1605467918131067,-0.7916055246799156,-0.5985369596280332
2710.0,0.0,0.0,0.0,42.0,0.0,10.0,86596.0,0.0,251362.0,1.0,0.0,2.0,5.0,32.0,1.0,7570.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.6577725571889169,-0.9834169213142558,-0.7916055246799156,-0.5985369596280332
2711.0,0.0,0.0,0.0,33.0,1.0,13.0,19824.0,0.0,94883.0,1.0,1.0,4.0,0.0,53.0,1.0,4990.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,-0.7520472753531053,-1.4782438476870101,-0.7916055246799156,-0.5985369596280332
2712.0,0.0,0.0,0.0,50.0,0.0,13.0,79989.0,0.0,247773.0,1.0,1.0,1.0,4.0,29.0,1.0,25380.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0.5565377683304578,1.1304104578732928,-0.7916055246799156,-0.5985369596280332
2713.0,0.0,0.0,0.0,43.0,0.0,11.0,39848.0,0.0,136304.0,0.0,1.0,2.0,3.0,45.0,1.0,5800.0,9.0,5.0,0.0,3010.0,5.0,0.0,0.0,15.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,0,-0.1962701113902257,-1.3105052606042868,1.1822569962079668,-0.5985369596280332
2715.0,0.0,0.0,0.0,46.0,0.0,12.0,21525.0,0.0,113804.0,1.0,1.0,1.0,2.0,25.0,1.0,7920.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,-0.6950013663352632,-0.9238116717396051,-0.7916055246799156,-0.5985369596280332
2717.0,0.0,0.0,0.0,53.0,0.0,11.0,32196.0,0.0,151510.0,1.0,0.0,0.0,7.0,11.0,1.0,11310.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,1,-0.38435773334841383,-0.4078067366605653,-0.7916055246799156,-0.5985369596280332
2718.0,0.0,0.0,0.0,49.0,0.0,13.0,15492.0,0.0,143129.0,1.0,1.0,0.0,0.0,39.0,1.0,18950.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,-0.911108521182291,0.5072993106854666,-0.7916055246799156,-0.5985369596280332
2719.0,0.0,0.0,0.0,34.0,3.0,11.0,91963.0,1.0,0.0,0.0,1.0,1.0,7.0,40.0,0.0,25410.0,1.0,0.0,0.0,3535.0,2.0,0.0,4.0,8.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0,1,0.7368528402368747,1.1331042280818027,1.2010353557824596,-0.5985369596280332
2720.0,0.0,0.0,2.0,44.0,2.0,13.0,74943.0,0.0,230439.0,1.0,1.0,2.0,5.0,21.0,1.0,10320.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0.4760101885387477,-0.5486708209524698,-0.7916055246799156,-0.5985369596280332
2721.0,0.0,0.0,0.0,51.0,0.0,6.0,28496.0,0.0,147825.0,0.0,1.0,2.0,5.0,26.0,1.0,17930.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,1,-0.48439533958213266,0.398458046583704,-0.7916055246799156,-0.5985369596280332
2722.0,1.0,3404.0,0.0,41.0,0.0,11.0,27739.0,0.0,0.0,0.0,1.0,1.0,7.0,49.0,0.0,13070.0,6.0,3.0,0.0,2932.0,3.0,0.0,7.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,-0.5057480398207659,-0.17292295603961347,1.1791428541336881,1.6699400115806304
2724.0,0.0,0.0,0.0,59.0,0.0,10.0,52356.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,1.0,6740.0,6.0,0.0,1.0,4535.0,1.0,0.0,5.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1,0.07164495802446444,-1.1309912922512795,1.2291666816653186,-0.5985369596280332
2726.0,0.0,0.0,0.0,46.0,0.0,10.0,64629.0,0.0,195459.0,0.0,0.0,1.0,5.0,28.0,1.0,12600.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0,1,0.30134998331896773,-0.2338874349172185,-0.7916055246799156,-0.5985369596280332
2727.0,0.0,0.0,0.0,47.0,0.0,16.0,131985.0,0.0,385981.0,1.0,1.0,2.0,3.0,21.0,1.0,19400.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1.2584531493942233,0.5543125101988229,-0.7916055246799156,-0.5985369596280332
2728.0,1.0,4267.0,0.0,44.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,27.0,1.0,5900.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,-2.285998773928729,-1.2906962048885569,-0.7916055246799156,1.6778518513070626
2729.0,0.0,0.0,0.0,49.0,0.0,13.0,276054.0,0.0,0.0,0.0,0.0,2.0,8.0,61.0,0.0,34070.0,7.0,1.0,1.0,4603.0,2.0,0.0,0.0,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,2.618069339097093,1.8493651532756343,1.2308111027264523,-0.5985369596280332
2730.0,1.0,8812.0,0.0,37.0,0.0,10.0,19334.0,0.0,0.0,0.0,0.0,4.0,7.0,21.0,0.0,8360.0,1.0,2.0,1.0,17775.0,2.0,1.0,0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,-0.7689871294239173,-0.850859169294684,1.3644640918105633,1.6989213358781683
2731.0,1.0,2635.0,0.0,34.0,3.0,5.0,42025.0,0.0,138760.0,1.0,0.0,4.0,7.0,38.0,0.0,4900.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,-0.14654841476252684,-1.4977620414075365,-0.7916055246799156,1.6600681760365439
2732.0,0.0,0.0,0.0,47.0,0.0,14.0,179696.0,0.0,453933.0,1.0,0.0,2.0,5.0,37.0,0.0,32300.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1.774158933085131,1.7117611310269274,-0.7916055246799156,-0.5985369596280332
2733.0,0.0,0.0,1.0,49.0,1.0,14.0,70588.0,1.0,0.0,0.0,1.0,2.0,3.0,19.0,1.0,13460.0,11.0,0.0,0.0,7079.0,3.0,0.0,2.0,17.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0,0,0.4040226702814644,-0.12322672264370094,1.2766635261147632,-0.5985369596280332
2734.0,0.0,0.0,0.0,34.0,3.0,14.0,24554.0,1.0,105171.0,0.0,1.0,0.0,0.0,5.0,1.0,8770.0,3.0,5.0,0.0,3691.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,1,-0.5993820191975427,-0.7847212947265948,1.2059951036076142,-0.5985369596280332
